analysis_id,method,k,label
9aa5612d579c,gmm,2,0
aca22c0b754d,gmm,2,1
d981137bec70,gmm,2,1
be5921ef5796,gmm,2,0
0a9f2b1eb270,gmm,2,1
b967b59b1d65,gmm,2,1
1d3f78ace976,gmm,2,1
4cf9f2b22272,gmm,2,1
51cb174c4c2d,gmm,2,1
42ed376b70cc,gmm,2,1
17b4c6ee6a7b,gmm,2,1
a6dee822b480,gmm,2,1
224e7eed53ee,gmm,2,1
f800f8e797c7,gmm,2,1
97397b5013e5,gmm,2,0
c6c3f0825e9a,gmm,2,1
2773677608f0,gmm,2,1
1d56fc586747,gmm,2,1
60032d08fe7c,gmm,2,0
8d6c32d34649,gmm,2,0
f8617dfffa84,gmm,2,1
64c7531f1f28,gmm,2,1
3600aca2e74c,gmm,2,0
efe4ebc3ce0c,gmm,2,1
2341c6362bff,gmm,2,0
45a9b1f46732,gmm,2,1
882516b12301,gmm,2,1
d3c954c4b045,gmm,2,0
ae768f372948,gmm,2,1
2cf0963c0d6b,gmm,2,1
9f82b111e936,gmm,2,1
89ce38debe35,gmm,2,1
d509ae409da0,gmm,2,1
d32458ba0b75,gmm,2,0
854b835c4459,gmm,2,0
1e5ffa20908c,gmm,2,1
09f0567f5e01,gmm,2,1
bf21ab2e0c7f,gmm,2,0
1f27f04d0ec1,gmm,2,1
7deb0c02eec8,gmm,2,1
53c1985940c4,gmm,2,0
aa1545bb620d,gmm,2,0
85f32c060421,gmm,2,1
ee7649aebbd3,gmm,2,1
e9db18905254,gmm,2,1
00af3ae6283b,gmm,2,1
0852198eb5db,gmm,2,1
cd999108ca3b,gmm,2,1
87e17719b591,gmm,2,0
6960ed5d6de0,gmm,2,1
64fc66aa07e7,gmm,2,1
132138f5acbb,gmm,2,1
19a6a0ffdb39,gmm,2,1
a5cac1e1138f,gmm,2,0
2b5dde0a9784,gmm,2,1
b44615b20a99,gmm,2,0
3f4c9f2c4d00,gmm,2,1
e44df5b25229,gmm,2,0
bc727066fa74,gmm,2,0
a19a0c235ae8,gmm,2,1
8279397a028d,gmm,2,1
20e5542944b5,gmm,2,1
6319e262c292,gmm,2,1
2f7511715c88,gmm,2,0
edb1133e9d75,gmm,2,1
e42834bf99dd,gmm,2,0
ecb70c401ba5,gmm,2,1
844ab8bb2f7e,gmm,2,0
49a4e62c97fe,gmm,2,1
dd9821d69edf,gmm,2,1
e4d9903e3097,gmm,2,0
efc46803f73a,gmm,2,1
dd38f7376880,gmm,2,0
b1f21eaad4c0,gmm,2,0
35de9401de64,gmm,2,0
fb937ed3802e,gmm,2,1
b262aed1217e,gmm,2,1
6d8dc5c078a6,gmm,2,1
38cee92b065f,gmm,2,0
f6e6a8738f98,gmm,2,1
3be50ddfe672,gmm,2,0
155256bb1944,gmm,2,1
ce300d82f677,gmm,2,1
e955aa3c79c2,gmm,2,1
ea9c1b2c025b,gmm,2,1
29761c512843,gmm,2,1
278690b4176c,gmm,2,1
d32394928f18,gmm,2,1
b99446564f14,gmm,2,1
f6251d7d74f2,gmm,2,1
343c84605d84,gmm,2,0
a369ea8f8860,gmm,2,0
77c18a818920,gmm,2,1
055cef6b7562,gmm,2,1
784e244ec319,gmm,2,1
e6be938322d5,gmm,2,1
acf33d393ade,gmm,2,0
bc68824d6652,gmm,2,0
f3573a48597f,gmm,2,1
c05727b8d1bf,gmm,2,1
313d553c7d7e,gmm,2,1
2651bad92999,gmm,2,1
be82d43f76b5,gmm,2,0
0d0aa1a4cef1,gmm,2,0
e7c9bd1c65ff,gmm,2,1
a691f167bcd1,gmm,2,0
60de46492870,gmm,2,1
870ce6ff6bec,gmm,2,0
a96994f10702,gmm,2,1
aef421a03f0a,gmm,2,1
11d80d469291,gmm,2,1
c847041698b0,gmm,2,1
cfd55ee04865,gmm,2,0
74e5810062f7,gmm,2,0
e3c61ba2348c,gmm,2,0
538d36019bf8,gmm,2,1
ce05c748454f,gmm,2,1
bfe2b6d573f7,gmm,2,0
d209b182fc10,gmm,2,1
5e0e23d339d8,gmm,2,0
2a7646037a29,gmm,2,1
21d5bb7d6347,gmm,2,0
0a6cc340abad,gmm,2,1
4fb2bee931b5,gmm,2,0
f224068222f7,gmm,2,1
04c86e861dc1,gmm,2,1
5e779c615732,gmm,2,0
7cd883d65b06,gmm,2,1
b38c8408d846,gmm,2,0
75e758c2a32f,gmm,2,0
ecb4a05554a0,gmm,2,0
7d701e7dd42e,gmm,2,1
d5310b2ac190,gmm,2,1
8f0c0fcea9e9,gmm,2,1
5ff909819ad2,gmm,2,0
3b1fc460c2b7,gmm,2,0
271012fe0911,gmm,2,1
94f376ab2363,gmm,2,1
14ddba24e653,gmm,2,1
731ed25df393,gmm,2,1
c0f4ea8d3262,gmm,2,0
c10b7ed034ec,gmm,2,1
55c683136817,gmm,2,1
9fb024e9a9cd,gmm,2,0
e3c5bb2be32b,gmm,2,1
ac960e11925a,gmm,2,1
5d3a9ab3cadd,gmm,2,1
8de4ac5ba199,gmm,2,1
3303e6ac1454,gmm,2,1
bd4d77b820c6,gmm,2,1
164ea748b2c2,gmm,2,1
ced9a2f50e6a,gmm,2,0
a3c99e45d0e2,gmm,2,1
54ca63b8d226,gmm,2,1
932635948923,gmm,2,0
b2d86452adc2,gmm,2,0
9990b3a98e69,gmm,2,0
60bff3fb7b25,gmm,2,0
45f100216947,gmm,2,1
977cf245ae54,gmm,2,0
426b98137bcd,gmm,2,1
5d15feff4d5e,gmm,2,0
d686cc911636,gmm,2,0
b493160c1a22,gmm,2,0
864da380b8da,gmm,2,1
83e807d083f2,gmm,2,1
7193b0fe6e86,gmm,2,0
8d9047d9e23a,gmm,2,1
fe51502093fd,gmm,2,1
ed3f17db3b69,gmm,2,0
6ee919e97fed,gmm,2,0
4af4101a4ed2,gmm,2,1
aa982feba760,gmm,2,0
016a4a0f0d92,gmm,2,1
91bf2483dec9,gmm,2,1
3c205a60d068,gmm,2,1
c57b8d91f032,gmm,2,0
d6a5c98da0e8,gmm,2,1
0115f8a3d576,gmm,2,0
406c54681c86,gmm,2,0
f0d8bf6f24bf,gmm,2,1
c49746e3b12e,gmm,2,1
9893b542403c,gmm,2,1
26d12e3ebd1e,gmm,2,1
1503878c7bc0,gmm,2,1
163b76297c77,gmm,2,1
600dad4df0ca,gmm,2,1
2d8f2252855c,gmm,2,1
87b105ed70c6,gmm,2,1
616f82abb2cc,gmm,2,1
cc41551e4363,gmm,2,1
ad813e3739b0,gmm,2,0
d078ba8c5f9a,gmm,2,1
26daaa521a0b,gmm,2,1
59635aff0e13,gmm,2,1
2ec0cb313dcf,gmm,2,1
f23337d9a46f,gmm,2,1
e33d9aec3f9b,gmm,2,1
799c5c35fccb,gmm,2,1
8d5c7356c7ae,gmm,2,1
a2a7394dd0b2,gmm,2,1
0635a5b43e92,gmm,2,0
2ca4a95a05a2,gmm,2,0
207c62cb8140,gmm,2,1
adf5bd6fa3c7,gmm,2,1
52541210555c,gmm,2,0
d2191bad412b,gmm,2,1
7d27ee19b524,gmm,2,1
698a5a0b0180,gmm,2,1
596030fef93e,gmm,2,0
492a0f0f8c54,gmm,2,0
ae7a94e69d1d,gmm,2,0
bdf0b223fc53,gmm,2,1
e5470cfabfc3,gmm,2,1
d05a94edf752,gmm,2,0
d29e7f55b9a6,gmm,2,1
9da6e684fed0,gmm,2,1
febfedbf32a7,gmm,2,0
8faedede5298,gmm,2,1
75900d8cc2dd,gmm,2,1
77912914b944,gmm,2,1
4c849d376332,gmm,2,1
02575ba6c980,gmm,2,0
86ed033dff57,gmm,2,1
e19ae96731b6,gmm,2,1
5d9fd5f438aa,gmm,2,1
27cab63f49f9,gmm,2,1
3a2768d8fbe3,gmm,2,1
8aec44220e63,gmm,2,0
b9939ab84aab,gmm,2,1
435754b2a097,gmm,2,1
45ee47db0b36,gmm,2,1
0482496b2f92,gmm,2,1
8e14085ada58,gmm,2,1
7db9bbbeb2c8,gmm,2,0
670ca52a24c4,gmm,2,0
ce1d79ec7247,gmm,2,0
43cd60313665,gmm,2,1
341ef0c2da76,gmm,2,0
bd56d83d073c,gmm,2,1
0103fe0f628f,gmm,2,1
70b54322c382,gmm,2,1
45be29dd302f,gmm,2,0
5f1c089c5b18,gmm,2,1
845c36347272,gmm,2,1
1bee2afb3557,gmm,2,1
58794f5c0252,gmm,2,0
412d86362096,gmm,2,1
b62bc155602d,gmm,2,1
e29e547d02fa,gmm,2,1
35cb1431e768,gmm,2,0
a82ee19220b5,gmm,2,1
8fd21eb5464c,gmm,2,1
f9121e1f62e5,gmm,2,1
c8fe42b2921b,gmm,2,1
dad5a56973b0,gmm,2,1
f68a2f6ff9a0,gmm,2,1
54ad2624ad8d,gmm,2,0
e1152ff3283b,gmm,2,0
f0d2e5c8c897,gmm,2,0
5ae5aeb06988,gmm,2,1
c52b4fa97083,gmm,2,1
8dbc7b583363,gmm,2,1
f30b0835ba2f,gmm,2,1
a02ec2c24943,gmm,2,0
fe71a98ef10d,gmm,2,1
5bdded78b387,gmm,2,1
ab3987df782e,gmm,2,1
15c63a8cff93,gmm,2,1
796ae60079e2,gmm,2,0
ae094633ca15,gmm,2,1
2089b2990667,gmm,2,1
3b8ff0c4f402,gmm,2,1
b86c389c5deb,gmm,2,0
4b19af42cef6,gmm,2,0
2b236ff323e0,gmm,2,1
f1f9c8edf6fb,gmm,2,1
5eb77d95369c,gmm,2,1
27475de623ca,gmm,2,0
4ca9c8b36369,gmm,2,1
502150e46893,gmm,2,1
050c978f7aa5,gmm,2,1
195938573d5b,gmm,2,1
04e55973c1c7,gmm,2,0
15ff204a31fd,gmm,2,0
c30df82bc273,gmm,2,1
2c4faeae7f20,gmm,2,0
8701386a8ecb,gmm,2,1
daf3d8b1220c,gmm,2,1
3d7ef3da9ecb,gmm,2,0
bc642c031ee7,gmm,2,0
68d79b53f463,gmm,2,1
aa8d988e0704,gmm,2,1
fb5226784277,gmm,2,0
730e693b3e59,gmm,2,0
8ba05599e31e,gmm,2,0
40ace406bbd5,gmm,2,1
02fb600d1d3b,gmm,2,0
f27a5c108454,gmm,2,1
2ecaa0278867,gmm,2,1
2777cd9cb06d,gmm,2,1
9b5cf58da426,gmm,2,0
f71a04a0a3f7,gmm,2,1
ca74fd8ebbba,gmm,2,1
b39c5ed8fba2,gmm,2,0
0bbeab764f8a,gmm,2,0
1c8aaa2555d7,gmm,2,0
c8b87d4f303b,gmm,2,1
42adb05f4c19,gmm,2,1
7a7b7824babf,gmm,2,1
299676d4cba9,gmm,2,1
a57fb5f9eb38,gmm,2,1
567c41667649,gmm,2,1
b05dcb7ded9d,gmm,2,0
74f9c2d8bf59,gmm,2,1
5a654343818a,gmm,2,0
1b4f042993c4,gmm,2,1
3d7f611a2afe,gmm,2,1
fa52108241f1,gmm,2,1
96ded29b2784,gmm,2,0
46cd31f478d8,gmm,2,1
b004e6282254,gmm,2,1
bd94adadec86,gmm,2,0
3c2d67622f17,gmm,2,1
27b19b361fda,gmm,2,1
07d1b7fc0cc7,gmm,2,1
9685c0135dbd,gmm,2,0
ffe7558877c3,gmm,2,0
3200edf45e15,gmm,2,0
b8a11614090a,gmm,2,0
12a59ce5302f,gmm,2,1
24551794971c,gmm,2,0
1d9ba6933780,gmm,2,1
26a3a5466b17,gmm,2,1
36c529042fbc,gmm,2,1
df7c9d3d3ecb,gmm,2,1
755c6850dcd3,gmm,2,0
9ca67a24e647,gmm,2,0
8d481d463b81,gmm,2,0
1b6449ad4332,gmm,2,0
698ffcfd5c17,gmm,2,0
3b49fdc1c57e,gmm,2,0
a2895c2ee0c7,gmm,2,0
367fda42cf50,gmm,2,0
7caf1cebc3d2,gmm,2,0
8881abe07db8,gmm,2,0
ef194ce33be2,gmm,2,1
709f9cbe285b,gmm,2,1
5c7020274acb,gmm,2,1
6c209161d059,gmm,2,1
bb17da2c8071,gmm,2,0
f67c7a7ea59b,gmm,2,0
2ab513bae6d4,gmm,2,0
0ef8cb7d5d52,gmm,2,0
915c7c5eecee,gmm,2,0
0dd65f844067,gmm,2,1
90415aa5d0ee,gmm,2,1
da69342492e2,gmm,2,1
430a1fe6cc1f,gmm,2,1
779f44957904,gmm,2,1
410c5ac01a71,gmm,2,1
fc4c59195af2,gmm,2,1
362fa8cb91cb,gmm,2,1
3f505524532b,gmm,2,1
fc5ee75f0aab,gmm,2,0
ece035c0486e,gmm,2,1
1cc4ea7b0ee0,gmm,2,1
c20c5a39f782,gmm,2,1
11fe0bb5bb95,gmm,2,1
804bcbd361e3,gmm,2,0
68a892c595f5,gmm,2,1
0c4f77064093,gmm,2,0
fb7863989cbd,gmm,2,1
b7f05ed150b5,gmm,2,0
4daf4e9aeca8,gmm,2,1
b5c571ab3a9c,gmm,2,0
abda5f691cba,gmm,2,1
75fd0b80ffd0,gmm,2,1
037e4717b544,gmm,2,1
d5196c54fae6,gmm,2,0
7c5b2c3f4cdb,gmm,2,0
e775c3dd78d6,gmm,2,1
003c91fead41,gmm,2,0
914df0b2f084,gmm,2,1
c8422346a1c3,gmm,2,1
8c2cbd4500c3,gmm,2,0
a26577b601f2,gmm,2,1
afcd6d236398,gmm,2,0
021b26c5c033,gmm,2,1
d0088820131f,gmm,2,0
e9be1c5d317f,gmm,2,1
94028e3486fe,gmm,2,0
d2bfb03c0e1a,gmm,2,0
3f8b39a0a392,gmm,2,1
888d2cec4116,gmm,2,1
382efa06f70b,gmm,2,0
28d8711a56f8,gmm,2,0
ed064c45b676,gmm,2,1
6d3351835cfd,gmm,2,1
5ac8104496cc,gmm,2,1
d0e063bfa731,gmm,2,0
26b1d8bc81d9,gmm,2,1
e950688a1bee,gmm,2,1
0a12aebfa66c,gmm,2,1
8aa8effa78f4,gmm,2,1
9ae09d31529b,gmm,2,1
0b165217635b,gmm,2,0
05767ae2aeae,gmm,2,0
b5c86d80487d,gmm,2,1
2fb9cef7459f,gmm,2,0
de053f490972,gmm,2,1
cc6e5cf840b8,gmm,2,1
235718419a94,gmm,2,0
cd40342c1d7d,gmm,2,1
45e40c413abf,gmm,2,1
c88b7cbaab96,gmm,2,0
7ad9a1a05ead,gmm,2,0
6ac9288c0439,gmm,2,1
c5106e6951de,gmm,2,1
f27c8424b745,gmm,2,0
75e92e2eda3d,gmm,2,1
f503486957f3,gmm,2,1
ee43f290d625,gmm,2,1
a7daf6eb16b1,gmm,2,1
d868ad6d18ee,gmm,2,0
1e47fc4c3f73,gmm,2,1
20146cc40856,gmm,2,1
2f705acf7500,gmm,2,1
1ab2cd01bcb5,gmm,2,0
ecd24d3f1403,gmm,2,1
34c2d94da700,gmm,2,1
b4bf86e03d9d,gmm,2,1
693bdc5482b2,gmm,2,1
65cb2dd6fa98,gmm,2,1
ae43b8766052,gmm,2,1
61565249aeab,gmm,2,1
ab5513e96b2b,gmm,2,0
8a0268f51447,gmm,2,1
beac7e884b18,gmm,2,0
918bec003a5a,gmm,2,1
bb7768d6748c,gmm,2,1
0ba969ac9961,gmm,2,1
623d3192d46f,gmm,2,0
cf521863dd22,gmm,2,1
9b6d37e31710,gmm,2,1
9a8af4347353,gmm,2,1
dafeccf053a1,gmm,2,0
e6fb7d3f8110,gmm,2,1
779cf618a90b,gmm,2,0
b734b9ae2532,gmm,2,1
503f77772dc9,gmm,2,0
26a0c6e0891f,gmm,2,1
6df2e1505715,gmm,2,1
6733fbd31501,gmm,2,1
9c0a2ddca15c,gmm,2,0
2241c1d06ac1,gmm,2,1
82f1d36fe1f8,gmm,2,0
6e9ece07d046,gmm,2,0
b58ebe74a5fe,gmm,2,1
7c4faec0f1ae,gmm,2,0
635cee745389,gmm,2,0
d2dc6c524acf,gmm,2,0
415ed833d65f,gmm,2,0
74792b1f8eb1,gmm,2,1
a5df96189195,gmm,2,1
13077d51672c,gmm,2,0
8a2fea65c9f5,gmm,2,1
435cfc776601,gmm,2,0
e5e5836c1d09,gmm,2,1
6604b4c4d1c0,gmm,2,0
d9e27533bbe0,gmm,2,1
a84b99e202c0,gmm,2,0
4a542fbcb412,gmm,2,1
b8294716a840,gmm,2,1
5c3b7f17cb78,gmm,2,1
2cc08f5e354b,gmm,2,1
265c1bde8e16,gmm,2,1
06fb8436d211,gmm,2,0
94d5dfbb39b0,gmm,2,0
11bbc26a8ae5,gmm,2,1
e7dd07f0fcb7,gmm,2,1
5fd4027fdbfc,gmm,2,1
9ce01b926a20,gmm,2,0
c25195951c34,gmm,2,0
1dff9e0bf6d9,gmm,2,1
1a10173459b2,gmm,2,1
df07b45aef40,gmm,2,1
acfa78c8f6a8,gmm,2,1
681a0fb72dbe,gmm,2,1
4daaff78b1ee,gmm,2,1
97b2a63f0dba,gmm,2,0
6533b64edc25,gmm,2,1
a1e4a44d6fad,gmm,2,1
a31cf338e318,gmm,2,1
25b8e545a9ce,gmm,2,0
4fad09c49037,gmm,2,1
4849132fbf50,gmm,2,1
93b5a7ad7841,gmm,2,0
55aaf516ab86,gmm,2,0
17ad1f0ec22c,gmm,2,0
de336e22401e,gmm,2,0
f39282acf863,gmm,2,0
b9b3ee196186,gmm,2,0
ebc9a8bf1178,gmm,2,0
1df2b539f6ad,gmm,2,0
4112fdbe26dc,gmm,2,1
705bcdef1b7b,gmm,2,0
56cc12af0086,gmm,2,1
829200b4ab94,gmm,2,0
8213ed529268,gmm,2,1
f0ad80152398,gmm,2,1
520635a7564c,gmm,2,1
1aee30272d15,gmm,2,1
4cbe4f0cd5a1,gmm,2,0
68a8c9b61b17,gmm,2,1
01e2024418af,gmm,2,1
d746a23dc601,gmm,2,1
9a4ec2498fe7,gmm,2,0
51bd1e2c64ac,gmm,2,0
542ba520d2d4,gmm,2,0
01342793a57c,gmm,2,1
502fc2255295,gmm,2,1
46bae806fc34,gmm,2,1
43ce84ea28c2,gmm,2,1
d6539915be23,gmm,2,0
3f5799c0ac5d,gmm,2,0
d168f1e0983b,gmm,2,1
27f56592126b,gmm,2,1
5eb0d57e5ebf,gmm,2,0
59782fa6a28a,gmm,2,1
89ac25141742,gmm,2,0
69a10a57c25c,gmm,2,1
0ace4e865f56,gmm,2,1
1b7a8e3dbba2,gmm,2,1
6ca433da2afd,gmm,2,1
722371fc7f84,gmm,2,1
51c42b2ae938,gmm,2,1
ab3b0016d63b,gmm,2,1
97312029e58a,gmm,2,1
82fb43ac175a,gmm,2,1
e7d9b39c83a7,gmm,2,1
7aaabd2325c6,gmm,2,1
90fae3cb2b63,gmm,2,0
691e8e23f63c,gmm,2,1
6cd49f0a7b70,gmm,2,1
6645a4dfbd91,gmm,2,1
1f07fe3e9244,gmm,2,1
4d7ce84e9401,gmm,2,1
7a07ae29f537,gmm,2,1
36bf2a4f6132,gmm,2,1
5962a065f6c5,gmm,2,1
d955684efcf0,gmm,2,1
f5af496d2b1d,gmm,2,1
6d911ca91be6,gmm,2,1
eebb0a2e6137,gmm,2,1
de7aacc73537,gmm,2,1
68776187c8ba,gmm,2,1
3d3d454f51ab,gmm,2,1
7c462204416f,gmm,2,1
b05ca82d6cb1,gmm,2,1
789c40faa0f7,gmm,2,0
50b936b435a9,gmm,2,1
c76ab10af3f5,gmm,2,1
c987682a0c89,gmm,2,1
978c7f2d68d9,gmm,2,0
d26da039e50f,gmm,2,0
e1463360b90d,gmm,2,0
b573f5830e30,gmm,2,1
d55933797b56,gmm,2,0
f4c27812dc45,gmm,2,0
9f0bf9ecd1ae,gmm,2,0
8bf397a6ba8b,gmm,2,0
158d9b3ea070,gmm,2,1
7f8742e67e56,gmm,2,1
595b82ccbb1c,gmm,2,1
b1dc6eebbe38,gmm,2,1
57979b6c7892,gmm,2,1
06e0e7787e5f,gmm,2,1
08e41c8d8d44,gmm,2,1
a93ea6176c1a,gmm,2,1
ee7044cb65ad,gmm,2,0
77c5e38faadb,gmm,2,1
2b3a523fb89b,gmm,2,1
e301bc67ad78,gmm,2,1
6bb78072c4d9,gmm,2,1
501b8492e03a,gmm,2,0
1eb3465ab20a,gmm,2,0
da02afbd72f3,gmm,2,0
12bda18c4ad5,gmm,2,1
d0b9d4ff24d9,gmm,2,0
904905eec60a,gmm,2,1
2671b7598993,gmm,2,1
606b6d4b931e,gmm,2,0
2be2bb6dbb5f,gmm,2,1
5873a9630cd9,gmm,2,1
a88511f918eb,gmm,2,0
68b6fd698529,gmm,2,1
603c48d74afe,gmm,2,1
a224f1cb8d3f,gmm,2,1
677514850e7f,gmm,2,1
fe06eb51f762,gmm,2,0
4be9a9b75c86,gmm,2,1
40bfc3690b70,gmm,2,1
4e6c545cab48,gmm,2,0
bfc6ad384ba5,gmm,2,1
2189583113e5,gmm,2,1
aae5f01389df,gmm,2,0
2da3434441cc,gmm,2,1
357067b1b2c9,gmm,2,1
17466f04cc2a,gmm,2,1
87a671dadd79,gmm,2,0
8708896efdc0,gmm,2,0
99b858319551,gmm,2,1
74a79ea42b6f,gmm,2,1
acc4253dbc82,gmm,2,0
11002e95926d,gmm,2,0
2c518d19f9fd,gmm,2,1
610c4089f89a,gmm,2,0
4051e0f5970a,gmm,2,1
01e134d0b885,gmm,2,1
55ed34c0229c,gmm,2,1
f8a841bd35cd,gmm,2,1
658178b67bf3,gmm,2,1
406a6bc15562,gmm,2,1
d6d8a0d737e8,gmm,2,0
25792c5da171,gmm,2,1
a8a057bb0be7,gmm,2,1
0215514bda3e,gmm,2,0
cddf3406926c,gmm,2,1
36fcdd838e85,gmm,2,1
f9d64c6427e3,gmm,2,1
365f506721a1,gmm,2,1
6ba29906b135,gmm,2,1
4d025bade328,gmm,2,0
35773831bd9f,gmm,2,1
89cc417dcd98,gmm,2,1
bcf249ffa024,gmm,2,0
b44a68ea9070,gmm,2,1
90d576829ebe,gmm,2,1
f04917c1cfe1,gmm,2,1
529df30f6ff3,gmm,2,0
b83a095428ec,gmm,2,0
f46b31d53324,gmm,2,0
e9b7a882f353,gmm,2,0
4603192a4486,gmm,2,1
ef6d6cfa2a6e,gmm,2,1
a98622a0b9b5,gmm,2,1
3f4acfe86aa1,gmm,2,1
99903eba6199,gmm,2,0
5bfa8b11cec9,gmm,2,1
7a6b07697541,gmm,2,1
ad3b6f16d17d,gmm,2,0
909db8d51dc1,gmm,2,1
590bb88150ba,gmm,2,1
8510bd06628a,gmm,2,1
3c0ca844ef5d,gmm,2,0
63d119a9ae77,gmm,2,0
5b676e170a58,gmm,2,1
7809d11ff6e3,gmm,2,1
a7ae76c0d2a6,gmm,2,1
397213358827,gmm,2,1
6e64a48355b2,gmm,2,1
9dfc7e3049ba,gmm,2,1
32782ba99dc7,gmm,2,1
15f02082e0d7,gmm,2,1
514370cf094b,gmm,2,1
f71119d6f424,gmm,2,0
e063e9818f04,gmm,2,1
ade7b83b1363,gmm,2,1
b5afb85b6058,gmm,2,1
2d8cfed8598c,gmm,2,1
fc908d195462,gmm,2,1
93893467e75f,gmm,2,1
3c0084c2bc33,gmm,2,0
008bae3e7743,gmm,2,1
98f8d1bcd007,gmm,2,1
ef51a4e956a2,gmm,2,1
ceeda54e1b5b,gmm,2,1
db325728428d,gmm,2,1
7940ffccef4f,gmm,2,1
1b3093aaab2f,gmm,2,0
f85673083386,gmm,2,1
e1afef6e77b1,gmm,2,1
5e76d6e5dbbb,gmm,2,0
405d821da3f4,gmm,2,0
effd6785c22a,gmm,2,0
5208ebcbfdaf,gmm,2,1
3394a59f3871,gmm,2,0
3242ceea2b6d,gmm,2,1
35253168c9ba,gmm,2,1
598c0d226bec,gmm,2,1
5e052ac91c7f,gmm,2,0
2969d917aee0,gmm,2,1
0096be25b40a,gmm,2,0
5a9fe3123268,gmm,2,1
d5d5f72b0659,gmm,2,1
45c7180b8a89,gmm,2,1
e8538cb92ff8,gmm,2,1
55962ea5863f,gmm,2,1
af63c4ead3ab,gmm,2,0
6a436ef76f42,gmm,2,0
e66bbc0d3afc,gmm,2,1
319ad9b2cf45,gmm,2,1
706c34d4c150,gmm,2,1
e09fb43fcfde,gmm,2,1
4860a7c338da,gmm,2,1
dcb4d3eca08b,gmm,2,1
e30de7aff842,gmm,2,0
aa0519f48bfd,gmm,2,1
8bae5cbe12c2,gmm,2,1
b8a22dd54838,gmm,2,0
a02bf4d776da,gmm,2,1
744d812928f2,gmm,2,1
5e413b312a4a,gmm,2,1
7bf5cb69bf52,gmm,2,1
a87a8ae903d8,gmm,2,1
80cf2e3fb6b9,gmm,2,0
2685e48e877e,gmm,2,0
ccaf0e89b92d,gmm,2,0
27a7f07ef806,gmm,2,0
bebf8040b09b,gmm,2,1
980cf7e1c461,gmm,2,0
bcd097d21189,gmm,2,0
a7a6e3eb56e7,gmm,2,0
cf4bb1da7185,gmm,2,0
9ad50b703b4c,gmm,2,0
c040dc586452,gmm,2,0
3effcaa210cf,gmm,2,0
35110d6e897b,gmm,2,1
f83b87ee8c8a,gmm,2,1
fca6b2f0c2e1,gmm,2,1
52d49d445b7a,gmm,2,0
76d0ace7fd0f,gmm,2,1
df143143bb71,gmm,2,1
b68ba710dc68,gmm,2,1
0e1abd4eb214,gmm,2,1
1ecea9e46402,gmm,2,1
1f76b9796e65,gmm,2,1
b6796363a898,gmm,2,1
2d0998b3c5fc,gmm,2,0
6522e5ba2b3f,gmm,2,1
3d863afd983a,gmm,2,1
9b9a18717f99,gmm,2,0
0a14643f8d90,gmm,2,1
177ee6b3fdfa,gmm,2,0
904d8b960b74,gmm,2,1
0b5cec9b5751,gmm,2,0
1889525093d1,gmm,2,0
233b960a1961,gmm,2,1
d765fcf9098b,gmm,2,1
2c453fa4185a,gmm,2,1
e7809196cc28,gmm,2,1
0fabf70100f2,gmm,2,1
3574b180b36d,gmm,2,1
ea6071a5454f,gmm,2,1
e6a918c3b507,gmm,2,0
acd00ac824ed,gmm,2,0
764be62be920,gmm,2,1
ffca415627da,gmm,2,1
61122b0514ba,gmm,2,1
342ef03206a3,gmm,2,1
49eea7f9fdb8,gmm,2,0
9fd56954127c,gmm,2,1
f6696e6d2e63,gmm,2,1
b9bcf41a7338,gmm,2,1
bb85e31eaae0,gmm,2,1
43ace8759dbd,gmm,2,1
1d05fd8982e9,gmm,2,1
30ac16eb1f65,gmm,2,1
ba11f8e8c376,gmm,2,1
6d4f6dd0facc,gmm,2,1
347c4e3e6233,gmm,2,1
1984c7c371ac,gmm,2,1
719a9e51357d,gmm,2,1
78a5b9abfdf9,gmm,2,1
b075d5f984ae,gmm,2,1
471abc5be5ba,gmm,2,1
a55ed16576bd,gmm,2,1
1c2aa17589fd,gmm,2,0
b6f586e15fc0,gmm,2,0
f0409f58b9a1,gmm,2,1
389890afe30b,gmm,2,1
3f556ddf0ac3,gmm,2,1
7809098aec21,gmm,2,1
92b1d2a9b4ca,gmm,2,1
989272e48a84,gmm,2,0
840844dd0afa,gmm,2,1
aabba8c4f44c,gmm,2,1
0f124fa93f6f,gmm,2,1
37e3d4b81393,gmm,2,1
e56e75ca4d29,gmm,2,1
b255670e63f0,gmm,2,1
4c956ebb270a,gmm,2,1
8cd8f03b3b76,gmm,2,1
6fa1a0e70cf3,gmm,2,1
c8ffe2ff33be,gmm,2,0
24e8903e3937,gmm,2,1
f87ee24cced5,gmm,2,1
175197b85f07,gmm,2,0
f420f6f8e3e9,gmm,2,1
8aff0b2e417d,gmm,2,0
21a10de31382,gmm,2,1
59bc02a55e17,gmm,2,0
16cd0921dab2,gmm,2,1
e3a0715aca97,gmm,2,1
d0c29e417818,gmm,2,1
641a8fafd408,gmm,2,1
49b273e130f7,gmm,2,1
cabefb62050a,gmm,2,1
dec4451ac283,gmm,2,1
88534b3a970b,gmm,2,1
9d57808c377b,gmm,2,1
4a3a6b2f3599,gmm,2,1
669353f8cfe2,gmm,2,1
b2e27bcd3631,gmm,2,1
22f32c98c814,gmm,2,1
fd0f41e3f486,gmm,2,1
f525b6248746,gmm,2,1
542d95c3420c,gmm,2,0
a123364dd912,gmm,2,1
b51cdf8c33a5,gmm,2,1
